fips,year,num_M,num_F
0883835,2003,1,0
0617610,2007,0,1
17163,2008,1,0
1912000,2009,1,0
5168000,2012,1,0
17163,2020,1,0
04005,2020,1,0
2970000,2007,1,0
22051,2007,1,0
3702140,2009,0,1
34003,2015,1,0
55133,2016,1,0
4123850,2018,1,0
26093,2002,1,0
26077,2006,0,1
0624680,2008,1,0
0640590,2011,1,0
04001,2012,1,0
0657456,2018,1,0
18035,2018,1,0
0616350,2020,1,0
1077580,2000,0,1
0680238,2006,1,0
0629940,2017,1,0
5370000,2019,1,0
2634000,2019,1,0
3712000,1995,1,0
0203000,1996,1,0
1269700,1997,0,1
0629940,2001,1,0
1714000,2003,1,0
4955980,2003,1,0
26145,2004,0,0
2507000,2005,0,1
17089,2008,0,1
2537000,2013,1,0
0611194,2014,1,0
0918430,2017,1,0
42103,1999,1,0
0633150,2009,1,0
55133,2016,0,1
06061,2016,1,0
0614550,2016,0,1
0640004,2021,0,1
36103,1997,1,0
22033,2000,0,0
2205000,2000,0,0
26081,2006,1,0
51067,2011,1,0
51107,2011,1,0
4824000,2013,0,1
0650076,2014,0,1
36103,2015,1,0
4967000,2019,1,0
0615240,2020,0,0
42049,2021,1,0
22019,1995,1,0
26081,1996,1,0
0623340,2000,1,0
4516000,2002,0,1
0655184,2010,1,0
06111,2012,0,1
0669088,2014,0,1
1225175,2015,1,0
4740000,2017,1,0
06065,1996,1,0
22033,1996,1,0
2205000,1996,1,0
36103,2003,1,0
36119,2003,1,0
5116000,2012,1,0
5367000,2015,1,0
1851876,2019,0,1
4835000,2019,0,1
55133,2020,1,0
2255000,1990,0,1
0622678,2008,1,0
06045,2020,1,0
4865000,1993,1,0
2400510,1996,1,0
1938595,2003,0,1
0681554,2010,0,1
0608786,2010,1,0
36103,2017,1,0
5370000,2017,1,0
45003,2018,0,1
3649121,2021,0,1
0843000,1995,1,0
0600884,1998,1,0
51680,2001,0,1
06065,2002,0,1
45063,2006,1,0
0862000,2009,1,0
47093,2010,1,0
4983470,2013,1,0
0609390,2014,1,0
45041,2016,1,0
55079,2018,1,0
1714351,1989,0,1
36119,1993,1,0
0633588,1996,1,0
0640130,2008,0,0
1714000,2015,1,0
0631530,2018,0,1
4819000,2019,1,0
0681666,2003,0,1
0634590,2006,1,0
17097,2006,0,1
0607440,2012,0,1
0918430,2015,1,0
06017,1998,1,0
0952000,2001,1,0
4206088,2011,0,0
1714000,2011,0,1
17197,2014,0,1
36029,1995,0,1
45013,2002,1,0
3137000,2005,1,0
17097,2006,1,0
1212875,2010,1,0
0685292,2012,0,1
36055,2019,1,0
36029,1989,1,0
26025,1996,1,0
0653896,1998,1,0
1207950,1999,1,0
51153,1999,0,1
0628050,2002,1,0
2102990,2010,0,0
1751622,2017,1,0
1217100,2018,0,1
06039,2020,1,0
3719000,2021,0,1
3601000,1997,1,0
26081,2000,1,0
0625470,2003,0,1
4804000,2005,1,0
48181,2006,1,0
10001,2012,1,0
45041,2018,1,0
5548000,2019,0,1
2743000,1997,0,1
17019,2002,1,0
1714000,2007,1,0
3925256,2007,1,0
36083,2013,1,0
0669070,2013,1,0
1825000,2015,1,0
0655184,2016,1,0
0648816,2020,0,1
26065,2004,0,1
0629940,2005,1,0
0820000,2011,1,0
05119,2014,1,0
0918430,2015,1,0
37155,2016,1,0
0634170,2017,0,1
0681344,2000,0,1
42103,2007,1,0
26077,2008,0,1
49057,2010,1,0
2717000,2011,1,0
36059,2021,1,0
26099,2002,1,0
26145,2002,1,0
26147,2008,0,1
0659920,2010,1,0
0656700,2016,1,0
0682954,1995,1,0
0687042,2002,0,0
0655184,2010,0,1
18163,2010,1,0
34021,2011,0,1
06085,1994,1,0
3502000,2003,1,0
3684000,1989,1,0
0681666,1997,0,1
0634880,1998,0,1
1768003,2011,1,0
3711800,2015,0,1
1258050,2016,1,0
2964082,2019,1,0
3420260,2019,0,1
17143,2020,1,0
20045,1998,1,0
2670040,1999,1,0
1714000,2003,1,0
0609620,2005,0,1
13151,2002,1,0
06077,2004,1,0
0628000,2006,0,1
0918430,2007,0,1
3977000,2007,1,0
0669084,2008,1,0
1825000,2011,1,0
17143,2012,0,1
4801000,2014,1,0
1836000,2015,1,0
2646000,2015,0,1
5335415,2017,1,0
0862000,2017,1,0
1851876,2019,0,1
0641190,1998,1,0
4819000,2007,1,0
0636448,2010,1,0
55079,2013,1,0
0455000,2019,0,1
27139,2020,0,1
0653896,2004,1,0
1714000,2011,1,0
1836000,2011,1,0
17097,2012,1,0
0673080,2020,0,1
18157,1998,0,1
1150000,2000,1,0
3901000,2001,1,0
1714000,2003,1,0
45015,2006,1,0
3704720,2009,0,1
2540710,2011,1,0
26147,2012,0,1
27019,2016,0,1
1714351,2007,1,0
05007,2008,0,1
2545560,2011,0,1
3774440,2017,1,0
41043,2018,1,0
0645484,1999,1,0
0607970,2006,1,0
0622804,2010,1,0
3755000,2019,1,0
0653980,2020,0,1
1269700,1995,1,0
0668196,1998,1,0
4817000,2005,0,0
37191,2012,1,0
2537000,2015,1,0
2545560,2015,1,0
3050200,1997,1,0
0681666,1999,1,0
26099,2002,1,0
22017,2003,1,0
0803360,2005,1,0
0655282,2018,0,1
26099,1992,1,0
36087,1995,1,0
48209,2000,0,1
3704720,2003,0,0
36029,2005,0,1
4817000,2012,1,0
4748000,2015,1,0
39143,2016,1,0
2676460,2017,0,0
17201,1994,1,0
12086,1996,1,0
0629940,1999,1,0
4982950,2001,0,1
26099,2002,0,1
1836000,2007,1,0
0685292,2012,1,0
26021,2018,1,0
36055,2019,1,0
06113,2020,1,0
4261000,2021,1,0
2537000,1993,0,1
0652582,2003,1,0
4837000,2005,1,0
4260000,2007,1,0
2400510,2010,0,1
1257425,2011,0,1
45003,1996,1,0
36119,1997,0,1
3651000,2003,1,0
26077,2004,1,0
06075,2008,0,1
3420260,2011,0,0
4260000,2011,0,1
0613014,2012,1,0
06089,2012,0,1
06085,2018,1,0
0622020,2006,0,1
05119,2014,1,0
2713114,2020,1,0
45007,1996,0,0
36103,1999,1,0
0654652,2002,0,1
0636000,2010,0,1
0625470,2013,1,0
1919000,2013,1,0
5167000,2016,1,0
0656700,2016,1,0
4202000,2017,1,0
4740000,2017,0,1
3684000,2005,0,1
1238250,2005,1,0
1245025,2007,0,1
1225175,2009,1,0
3712000,2015,1,0
45085,2016,1,0
27141,2020,0,1
2743000,1997,1,0
0669088,2012,1,0
0641190,2012,1,0
0621712,2016,1,0
17119,2020,1,0
2540710,2009,1,0
45003,2018,1,0
36055,2021,0,0
36055,1995,0,1
2507000,1995,1,0
06023,1998,0,1
17019,1998,1,0
0615240,2001,0,1
26145,2002,1,0
0656700,2016,0,1
0648354,2020,0,1
4819000,2021,0,1
51107,2011,0,1
0633000,2020,1,0
34029,2004,1,0
0660102,2007,1,0
0628050,2008,1,0
3006550,2009,1,0
26145,2012,1,0
3456550,2013,1,0
0653896,2016,1,0
2567000,2017,1,0
45051,2018,1,0
3774440,2011,1,0
2537490,2017,1,0
45035,2018,1,0
51087,2003,1,0
0613920,2006,1,0
36059,2009,1,0
0618394,2020,0,1
0150000,2021,0,1
3137000,2005,1,0
4865000,2005,1,0
0636448,2010,1,0
0633588,2010,1,0
36033,2015,1,0
1714000,2019,1,0
3651000,1993,0,1
1825000,2007,1,0
21111,2010,1,0
2148000,2010,1,0
26025,2010,1,0
55133,2016,1,0
4748000,2019,1,0
1245025,2019,1,0
1254000,1993,1,0
0669000,1996,1,0
0632370,2006,1,0
26005,2008,0,0
0477000,2009,0,1
5176432,2012,1,0
0632550,2014,0,0
26021,2016,0,1
4232800,2021,0,0
0832155,2021,1,0
3684000,1991,1,0
0664000,1994,0,1
26093,1996,1,0
26139,1998,1,0
3006550,2001,1,0
5370000,2011,0,1
45035,2018,1,0
48453,1996,1,0
4817000,1997,0,0
0625380,1998,1,0
0660102,2003,1,0
3251800,2009,1,0
12053,2014,1,0
0628000,2016,1,0
26161,1992,1,0
2270000,1994,1,0
3651000,2002,1,0
0628050,2006,1,0
34013,2011,1,0
23031,2014,1,0
2545560,2015,0,1
51107,2015,0,1
36059,2019,1,0
0820000,1995,1,0
4819000,1995,1,0
0656784,1998,1,0
0203000,2005,1,0
0203000,2008,0,1
34017,2008,1,0
0659920,2008,1,0
3912000,2017,1,0
26005,2008,1,0
51700,2013,1,0
1077580,2013,1,0
1973335,2013,1,0
4823640,2017,1,0
26161,1992,0,1
51153,1995,1,0
2642160,2005,1,0
0686328,2012,1,0
1258050,2014,1,0
3712000,1997,1,0
0670224,2002,0,1
17097,2004,1,0
1714000,2011,0,1
4123850,2012,1,0
37151,2014,1,0
51179,2015,1,0
17197,1992,1,0
26081,1996,0,1
36055,2001,1,0
0883835,2005,0,1
0640130,2008,1,0
18127,2010,0,1
36075,2011,0,1
3137000,2013,1,0
51153,2015,0,1
2627440,2015,1,0
0636448,2016,0,1
05007,2002,1,0
0632550,2004,1,0
29077,2006,1,0
0203000,2007,1,0
26021,2008,0,1
0601770,2010,1,0
13045,2016,0,0
26017,2020,1,0
0639892,2020,0,1
12086,1993,1,0
21111,2002,1,0
2148000,2002,1,0
5335415,2003,1,0
0624638,2004,1,0
0649270,2004,1,0
1973335,2007,1,0
0807850,2007,0,1
0612048,2008,1,0
0151000,2011,1,0
51003,2019,0,1
0673080,2020,0,0
0656000,2020,1,0
06107,1998,1,0
35005,1998,1,0
06067,2004,1,0
06103,2004,1,0
0682590,2010,1,0
42003,2013,1,0
36067,2019,1,0
3711800,2019,0,1
3681677,1993,1,0
06029,2004,1,0
17097,2006,0,1
1836000,2011,1,0
2642160,2013,1,0
4241216,2017,0,1
06107,2018,1,0
06079,2010,1,0
2540710,2011,1,0
42077,2013,1,0
0603526,2016,1,0
55133,2016,1,0
27141,2020,0,1
0668000,1996,1,0
0203000,2004,1,0
0608460,2006,0,1
36055,2001,1,0
06025,2008,1,0
26081,2012,1,0
02020,2016,0,1
0203000,2016,0,1
55025,2016,1,0
1714000,2019,1,0
17197,1996,1,0
36055,2001,1,0
0600027,2004,1,0
0624680,2006,1,0
06055,2010,1,0
TX-1920,2012,0,0
45041,1998,1,0
1258715,2002,1,0
26081,2006,0,1
04017,2008,1,0
4206088,2009,0,1
0655282,2009,1,0
42095,2011,1,0
37049,2018,1,0
2622000,2021,0,0
26099,1998,1,0
0636448,2008,1,0
3774440,2009,1,0
0608954,2011,0,1
3712000,2013,0,0
2537000,2015,1,0
3825700,2016,1,0
18019,2018,0,1
3432250,2001,1,0
05119,2002,1,0
06065,2002,1,0
42095,2003,1,0
1982425,2011,1,0
3474000,2014,1,0
0669112,2018,0,1
55079,2018,1,0
2507000,2005,1,0
26025,2008,1,0
05119,2010,1,0
0918430,2015,1,0
4845384,2017,1,0
55133,2020,1,0
26147,1998,0,1
0982800,2003,1,0
53033,2003,0,1
0615240,2005,0,1
26021,2006,0,1
3774440,2013,1,0
36103,2019,1,0
26065,2004,0,1
0639496,2014,0,1
26021,2016,0,0
2567000,2019,1,0
36055,2019,1,0
0612330,1998,1,0
12015,2004,1,0
1212875,2010,1,0
0918430,2015,1,0
1779293,2017,0,1
0647766,2018,0,1
0668000,2018,1,0
55133,2020,1,0
26099,1990,0,1
36083,2005,0,1
0685292,2008,1,0
1150000,2014,1,0
17201,2020,1,0
06113,1996,1,0
1212875,1999,0,1
1714000,2003,1,0
26025,2006,1,0
2836000,2009,1,0
0633840,2014,0,1
36067,2015,1,0
2507000,2019,0,1
36079,2020,0,1
36055,1991,0,1
0203000,2004,1,0
TX-1951,2008,0,0
18157,2010,1,0
0660102,2013,0,1
4260000,2014,0,1
VA-Hopewell City,2017,0,0
0602252,2020,1,0
0640150,2020,0,1
3651000,2021,1,0
36119,1999,1,0
4805000,2000,0,1
45051,2002,1,0
45019,2004,0,1
1836000,2007,1,0
06097,2012,0,1
0641160,2018,1,0
0623340,1998,1,0
26065,2006,0,1
3451000,2018,1,0
2680700,1989,1,0
2507000,1993,1,0
0616000,1995,1,0
2676460,2017,1,0
2507000,2019,0,1
0616532,1996,1,0
0672016,2010,1,0
26145,2012,0,1
26077,2014,1,0
4513330,2015,0,1
15001,2016,0,1
06103,2002,1,0
4819000,2003,1,0
0625380,2010,1,0
1232000,2012,1,0
26121,2012,1,0
37045,2014,1,0
39141,2016,1,0
26147,2018,1,0
1714000,1999,1,0
4982950,2001,1,0
3728000,2003,0,0
17119,2008,0,1
0654652,2018,0,1
2507000,1989,1,0
26093,1996,1,0
36119,1997,1,0
0680854,2000,1,0
0606000,2000,0,1
06103,2002,1,0
26025,2004,0,1
28067,2015,1,0
5560500,2017,1,0
36059,2021,0,1
0203000,1993,1,0
06053,1996,1,0
1150000,2002,1,0
2534550,2011,1,0
22033,2012,1,0
2205000,2012,1,0
4159000,2016,0,1
26161,1996,0,1
0652582,2007,0,0
36055,2011,1,0
3921000,2013,1,0
29099,2014,1,0
3665508,2015,1,0
26055,2016,0,1
0946450,2017,1,0
0600884,2006,1,0
5101000,2007,1,0
2523000,2014,1,0
2079000,2015,1,0
0678120,2020,0,1
0670098,2020,1,0
1216475,2000,1,0
2537000,2007,1,0
26075,2016,1,0
5566000,2017,0,0
10001,2018,1,0
0678120,2020,1,0
4241216,2021,0,1
0621712,1998,1,0
1304000,2021,1,0
2743000,2021,0,1
26163,1992,1,0
06089,1996,1,0
4817000,1997,0,0
5135000,2006,1,0
0669196,2010,0,1
40051,2012,1,0
1938595,2019,0,1
26081,1990,1,0
36059,2003,1,0
3728000,2003,0,0
12069,2004,0,0
48139,2010,1,0
2537000,2013,1,0
2743252,2005,1,0
06053,2006,1,0
26077,2006,1,0
0681666,2007,1,0
0606450,2011,1,0
4232800,2013,0,1
3663000,2017,1,0
4835000,1995,1,0
0687042,2010,1,0
0624500,2014,1,0
04001,2008,1,0
2545560,2011,0,1
18105,2018,0,1
45085,2018,1,0
4837000,1997,0,1
05119,2000,1,0
21111,2002,0,1
2148000,2002,0,1
17019,2018,1,0
1702154,2019,0,1
26161,1998,0,1
0625470,2001,0,1
51041,2007,1,0
0950370,2009,1,0
2642160,2011,0,1
26121,2020,0,1
0648256,2020,1,0
0669000,2002,0,1
1225175,2005,1,0
0862000,2009,0,1
0624680,2010,1,0
36029,1995,1,0
26093,1996,1,0
26139,1998,1,0
42103,1999,1,0
4202000,2003,1,0
3774440,2007,0,1
36083,2009,1,0
26081,2016,1,0
55079,2018,1,0
5357745,1995,1,0
36083,2005,1,0
36083,2005,0,0
3649121,2007,1,0
4819000,2009,0,1
0629504,2010,1,0
0660018,2013,1,0
51003,2019,0,1
3916000,2021,1,0
2743252,1995,0,0
51153,1999,0,1
0611110,2001,1,0
36119,2003,1,0
4865000,2005,1,0
4105800,2020,1,0
4819000,2021,0,1
0619766,2008,1,0
26145,2000,1,0
0636840,2002,0,1
0607970,2006,1,0
24025,2010,1,0
1714000,2011,1,0
1225175,2012,1,0
17019,2016,1,0
37081,2002,0,0
2545560,2003,0,1
0645022,2004,1,0
0660466,2004,1,0
1304204,2010,1,0
1608830,2011,1,0
2567000,2011,1,0
5553000,2012,1,0
0603526,2016,1,0
26147,2020,0,1
45045,2020,1,0
0633750,2005,0,1
5613900,2008,1,0
4827000,2009,1,0
1269700,2010,1,0
3649121,2011,0,1
48041,1994,0,1
0655282,2001,0,1
06039,2006,1,0
3474000,2010,1,0
0IN-3,2014,0,0
3451000,2018,1,0
17197,1990,1,0
32031,1990,1,0
0937000,1991,1,0
17019,1992,0,1
0662000,2002,0,1
4516000,2008,1,0
3775000,2016,1,0
3500060,2019,0,1
55133,2020,1,0
36067,2021,1,0
17089,1996,1,0
26099,1998,0,1
26145,2006,1,0
0634880,2006,1,0
26093,1996,1,0
26081,2006,1,0
3570500,2010,0,1
0640590,2011,1,0
08031,2015,0,1
0820000,2015,0,1
5553000,2016,1,0
0680644,1996,1,0
0613920,2014,0,1
36119,1995,1,0
TX-Kenedy & Kleberg Counties,2016,0,0
VA-Waynesboro City,2017,0,0
0660102,2018,1,0
26145,1994,1,0
2758000,2007,0,1
0668000,2014,0,1
3774440,2017,0,1
0613014,2020,0,1
4241216,2021,1,0
17097,1992,0,0
1714000,1995,1,0
0619260,1998,1,0
3728000,2001,0,0
4835000,2005,1,0
17201,2008,1,0
3684000,1989,1,0
0673262,1999,1,0
5135000,2008,1,0
1851876,2011,1,0
0608954,2013,1,0
26005,2014,1,0
1751622,2015,1,0
17089,1996,1,0
36059,2003,0,1
0609070,2004,1,0
26021,2012,0,1
0686972,2016,1,0
17115,2018,1,0
1301052,2019,0,1
0612048,2000,1,0
36055,2001,0,1
0633434,2006,1,0
26025,2008,1,0
0918430,2009,1,0
0681344,2014,1,0
4810912,1993,1,0
26081,1996,1,0
12021,1998,0,1
12021,2000,0,1
36083,2005,1,0
0624680,2006,0,1
0600014,2008,1,0
0613210,2010,0,1
2684000,2011,0,1
3350260,2013,1,0
0652582,2015,1,0
36083,2017,1,0
26145,2018,1,0
5182000,2000,0,0
26099,2006,1,0
13089,2014,1,0
12033,2010,1,0
0677000,2011,1,0
4819000,2011,0,1
15001,2016,1,0
55025,2016,1,0
55079,2020,0,1
5335415,2021,1,0
2537000,1993,0,1
1938595,1999,1,0
2507000,2007,0,1
0684816,2010,1,0
2052575,2017,0,1
26081,1992,1,0
22033,2000,1,0
2205000,2000,1,0
0655156,2013,1,0
06079,2014,1,0
4827000,2017,0,0
1714000,1991,1,0
26145,2000,0,1
4819000,2003,0,1
0673262,2011,1,0
1652120,2011,0,0
0640130,2014,1,0
36059,2019,0,1
17097,1996,0,0
0665084,1998,1,0
26145,2004,1,0
45077,2004,1,0
36055,2005,1,0
0606000,2016,0,1
2743252,2019,0,1
3728000,1999,0,0
3240000,1999,1,0
0427400,2001,1,0
0633588,2002,1,0
1822000,2003,1,0
0203000,2013,1,0
06095,2016,1,0
0611194,2016,1,0
1714000,2017,0,1
15001,2020,1,0
17019,1992,0,1
26139,1994,1,0
1254000,1995,0,1
0653896,2004,0,1
4830464,2007,1,0
0680812,2010,1,0
36119,2011,0,1
35013,2014,1,0
4865000,2015,1,0
0638010,2020,0,1
2642160,1997,1,0
22033,2000,1,0
2205000,2000,1,0
1982425,2001,1,0
26077,2004,1,0
48303,2006,1,0
0669000,2012,1,0
20209,2019,1,0
3915000,1995,0,0
0622110,2000,1,0
21111,2004,0,1
2148000,2004,0,1
1238250,2009,1,0
3240000,2015,0,1
1825000,2015,1,0
0659451,2006,1,0
26099,2006,1,0
36083,2009,1,0
1235000,2011,1,0
0633434,2012,1,0
3673000,2021,1,0
42077,2001,1,0
17113,2004,1,0
17019,2004,1,0
4241216,2013,0,1
0203000,2014,1,0
2659440,1989,1,0
20045,1996,1,0
36055,1997,1,0
0623182,2001,1,0
0686832,2002,1,0
4075000,2009,0,1
15007,2016,1,0
0633182,2000,1,0
45015,2002,0,1
0600020,2003,0,1
1214400,2006,1,0
1238250,2007,1,0
0624638,2010,1,0
4075000,2014,0,1
36083,2017,0,1
15001,2020,0,1
0639496,1996,1,0
36119,1997,1,0
3731400,1999,0,0
0622804,2000,0,1
5613900,2000,1,0
4241216,2001,1,0
17197,2010,1,0
1271000,2011,0,1
5167000,2012,1,0
0636770,2016,1,0
36059,2017,1,0
4752006,2018,1,0
0610046,2018,0,1
2507000,1989,1,0
17201,1992,0,1
29183,1992,0,1
51087,1995,1,0
17197,1996,1,0
0649670,1996,1,0
2735180,2018,1,0
0678582,2018,1,0
0602850,2020,1,0
36067,2021,0,1
0680644,1996,1,0
4835000,2011,1,0
36059,2011,1,0
26005,2014,0,0
2545560,2015,0,1
1608830,2017,1,0
17019,2018,1,0
26081,1994,1,0
36055,2001,0,1
5102250,2007,0,1
1921000,2011,1,0
1756640,2013,1,0
17097,2002,1,0
06079,2010,1,0
17197,2014,1,0
1751622,2015,0,1
2756896,2016,1,0
2545000,2019,1,0
0611194,2006,1,0
26077,2010,1,0
3676540,2011,1,0
0668000,2012,0,0
0642202,2014,1,0
4202000,2017,1,0
36055,2021,1,0
48029,1996,1,0
26093,2000,1,0
2270000,2014,1,0
26037,2020,1,0
5613900,2020,1,0
17097,1992,0,0
22033,1996,0,0
2205000,1996,0,0
3719000,2003,1,0
4748000,2003,0,1
2064500,2004,1,0
2836000,2013,1,0
26055,2018,0,1
2270000,1996,1,0
0619766,1998,1,0
5168000,2006,1,0
IN-86,2014,0,0
06007,2014,1,0
17019,2016,1,0
4819000,2017,1,0
4752006,2018,1,0
0624500,1998,1,0
0654652,2000,1,0
36059,2007,1,0
06055,2016,1,0
0648256,2020,1,0
2642160,1991,0,1
06089,2008,1,0
4123850,2010,1,0
2537000,2013,1,0
4810768,2015,1,0
4737640,2019,1,0
0615044,2021,0,1
05119,1992,1,0
2603000,1996,1,0
45079,1998,1,0
17201,2004,0,1
49005,2008,1,0
1714000,2015,1,0
0644000,2017,0,1
36083,2017,1,0
2706382,2018,1,0
26099,1992,0,1
36119,1999,1,0
26093,2000,1,0
17097,2006,0,1
0980000,2007,1,0
35031,2014,0,1
0937000,1989,1,0
0628168,1994,1,0
0656784,2000,1,0
17089,2002,1,0
0606000,2012,0,1
0685292,2012,1,0
0637530,2014,1,0
0611110,2016,0,1
2634000,2017,0,1
41051,2018,0,1
1714000,1999,1,0
5168000,2002,1,0
0624680,2010,0,1
26005,2016,1,0
2758000,2018,0,1
0669084,2020,0,0
26145,1996,1,0
36055,2001,1,0
0669084,2002,1,0
0617610,2005,1,0
36083,2005,0,1
26065,2006,1,0
0634710,2010,0,1
0667000,2010,0,1
3916000,2013,1,0
3611000,2019,1,0
04007,2020,1,0
0678120,1996,1,0
37147,1998,1,0
45035,2004,1,0
4261000,2006,0,1
36059,2009,0,1
1304204,2012,1,0
0665084,2014,0,1
26145,2018,0,1
1775484,1993,1,0
0613890,2008,0,0
0624638,2008,1,0
1938595,2011,1,0
2540710,2017,1,0
36059,2019,1,0
06061,1996,0,1
CO-157,2004,0,0
12086,2006,1,0
3457000,2006,1,0
36119,2009,1,0
4131250,2010,1,0
35031,2018,1,0
10001,1996,1,0
17179,2010,1,0
1269700,2010,1,0
55025,2016,0,1
4419180,2018,1,0
0625530,2020,0,1
1756640,1989,1,0
41051,2001,1,0
3977000,2003,1,0
4206088,2005,0,1
02122,2005,1,0
4748000,2011,1,0
3977000,2011,0,0
26025,2012,1,0
36103,2013,1,0
0603526,2014,1,0
18091,2018,1,0
36059,2019,1,0
36055,1999,1,0
26081,2004,1,0
4075000,2011,1,0
0627240,2018,0,1
4982950,2019,1,0
0626000,2020,0,1
0937000,1993,0,0
36055,1995,1,0
4805000,2005,1,0
26145,2008,1,0
35031,2014,1,0
VA-Colonial Heights City,2017,0,0
0608954,2001,1,0
06103,2002,0,1
0680812,2006,1,0
36103,2009,1,0
3774440,2009,0,1
5157000,2012,1,0
17201,2000,1,0
1207950,2003,1,0
3916000,2005,1,0
36067,2017,1,0
26021,2018,1,0
0652526,2020,1,0
0652582,1995,0,1
0659451,2002,1,0
51041,2011,1,0
TX-1950,2012,0,0
36087,1993,1,0
2938000,2003,1,0
18127,2006,1,0
3755000,2007,0,1
0600014,2016,1,0
06055,2020,0,1
36059,2021,1,0
42103,1999,1,0
06041,2004,1,0
0523290,2008,1,0
26145,2008,0,1
0667000,2010,0,1
26077,2010,1,0
2537490,2017,1,0
2537000,2019,1,0
0645484,2002,1,0
17143,2012,1,0
0918430,2013,1,0
1718823,2019,1,0
0121184,2005,1,0
4835000,2005,0,0
4858016,2011,1,0
1836000,2011,1,0
26017,2012,1,0
3240000,2012,1,0
23001,2014,0,1
1276600,2015,0,1
45085,2020,1,0
06075,2004,1,0
0667000,2004,1,0
2052575,2005,1,0
0633182,2006,1,0
26093,2020,0,1
26145,1992,1,0
4748000,1995,0,0
0668000,1996,0,1
3458200,2004,1,0
4807000,2007,0,1
0657526,2008,1,0
17031,2010,0,1
0645022,2010,1,0
1712385,2011,1,0
2676460,2019,0,0
0686328,2020,0,1
4835000,1995,1,0
2646000,2009,1,0
0608954,2011,1,0
15003,2018,1,0
1517000,2018,1,0
0473000,2000,1,0
53033,2003,1,0
3825700,2004,0,1
0659451,2008,1,0
45085,2010,1,0
0617918,2011,1,0
0628050,2016,1,0
0686328,2004,0,1
0647766,2006,1,0
3502000,2011,0,1
0606000,1996,0,1
36059,1997,1,0
45091,2002,1,0
1718823,2005,1,0
37155,2008,1,0
4751560,2010,1,0
26121,2020,0,1
3651000,1991,0,0
17113,1992,1,0
45045,1998,0,0
0613360,1999,1,0
26025,2004,1,0
0669088,2006,1,0
0632370,2010,1,0
0642202,2010,1,0
0137000,2012,0,1
0630000,2014,1,0
26093,2016,0,1
26025,2016,0,1
1639700,2005,1,0
3725580,2005,0,1
5157000,2010,1,0
06089,2012,1,0
2507000,2015,0,1
0653322,2000,0,1
0633000,2004,1,0
0600028,2006,0,1
3649121,2009,0,1
1238250,2015,1,0
2539835,2017,1,0
1702154,2017,1,0
26161,2018,0,1
0622710,2019,0,1
2938000,2019,0,1
4805000,2020,1,0
26081,1992,0,1
1304000,1997,1,0
35049,2000,1,0
26077,2006,1,0
1982425,2009,1,0
0670224,2010,1,0
2537000,2013,1,0
26115,2018,1,0
0662364,1996,1,0
0624500,1998,1,0
4748000,1999,0,1
4900030,2002,0,1
26077,2004,1,0
26075,2008,1,0
3137000,2009,1,0
2545560,2011,1,0
2467675,2013,0,1
3755000,2019,1,0
5367000,2021,0,0
39133,2004,1,0
5553000,2016,1,0
10001,1992,1,0
26161,1994,0,1
1257425,1995,1,0
18157,2002,0,1
0669196,2004,1,0
0612048,2004,1,0
1077580,2013,1,0
1973335,2013,1,0
06025,2020,1,0
4819000,1995,0,1
2400510,1996,0,1
06077,2002,1,0
0625470,2013,1,0
0611530,2013,0,1
55133,2016,1,0
5613900,2016,1,0
15003,2016,1,0
1517000,2016,1,0
1922395,2019,1,0
05119,1990,1,0
0633434,1998,1,0
1714000,1999,0,1
26161,2000,0,1
4241216,2001,1,0
36029,2003,0,1
45015,2006,1,0
35043,2010,1,0
4075000,2014,1,0
1225175,2015,1,0
06081,2016,1,0
1714000,1995,1,0
1214400,2006,1,0
4260000,2006,1,0
34007,2012,1,0
05143,2012,0,1
36067,2019,1,0
55133,2020,1,0
3684000,1991,1,0
36059,1997,1,0
51107,2003,1,0
53045,2004,1,0
48135,2012,1,0
36103,2013,0,1
LA-20,2014,0,0
1723074,2019,1,0
48381,1996,1,0
0677000,2001,1,0
0678582,2006,0,1
17097,2010,1,0
2627440,2013,1,0
02122,2017,1,0
0455000,2020,0,0
27141,2020,1,0
0644000,1993,1,0
4819000,2002,1,0
0668378,2003,1,0
3731400,2005,0,0
45085,2008,1,0
26021,2020,1,0
3651000,2001,1,0
0606000,2008,0,1
0637530,2014,0,1
1216475,2018,0,1
4202000,2021,1,0
36055,1995,1,0
2603000,1996,0,1
26077,2008,1,0
4858016,2009,1,0
0684550,2010,0,1
27171,2016,0,1
1718823,2017,1,0
1150000,2018,1,0
3676540,2019,1,0
36055,1997,1,0
21111,2002,1,0
2148000,2002,1,0
1723074,2007,1,0
26093,2008,1,0
17097,2010,1,0
42095,2011,1,0
0203000,2011,0,1
18057,2014,0,1
17143,2016,1,0
5101000,2000,1,0
5168000,2004,1,0
0908420,2011,0,1
0203000,2013,1,0
2743000,2017,1,0
26099,1992,1,0
26065,1998,1,0
2582000,2001,1,0
0602364,2006,1,0
0633434,2006,1,0
5164000,2011,1,0
22033,2016,0,1
2205000,2016,0,1
4748000,2019,1,0
26099,1990,0,1
3651000,1993,1,0
17019,1994,1,0
3704720,1995,1,0
0608786,2014,0,1
1714000,1991,1,0
3712000,2005,1,0
02170,2000,0,1
17097,2002,1,0
0602462,2006,1,0
3457000,2006,1,0
5553000,2008,1,0
35031,2014,1,0
0662000,2001,1,0
0616920,2002,1,0
