"","fips","state","geo_name","population_2020","mass_ideology_2020","mass_ideology_2020_se","pres_pctD_20","pres_pctD_16","pres_pctD_08","percent_women","percent_white","percent_black","percent_hispanic","percent_asian_american","geo_type"
"848",48099,"Texas","Coryell County",83093,0.294201849485081,0.0608252146878781,0.328870147372082,0.292903001908728,0.364301832792118,0.501115834218916,0.556159965340041,0.148700853260804,0.198356058873792,0.0361402284187597,"County"
"849",48113,"Texas","Dallas County",2613539,-0.104851574193015,0.0370792447622774,0.660933780304135,0.636828838783191,0.577074144359602,0.506922483225081,0.277396664063555,0.219695592834084,0.404751947455156,0.0707240259280615,"County"
"850",48121,"Texas","Denton County",906422,0.0439625409655921,0.040723488117568,0.458916519730042,0.393935195546603,0.378108214604202,0.508151619890096,0.535783553355942,0.107948615545519,0.201647797604206,0.10394385837943,"County"
"851",48135,"Texas","Ector County",165171,0.155846693631074,0.0594929487937818,0.25796568627451,0.290595140208115,0.258241758241758,0.492362014958369,0.30891015977381,0.0486223368509,0.605741928062432,0.0163164235852541,"County"
"852",48139,"Texas","Ellis County",192455,0.225037030828753,0.0552632771140396,0.327056785553262,0.265597934438017,0.287075696017674,0.506796261768294,0.553350133797511,0.126289262424982,0.270359304772544,0.00935283572783248,"County"
"853",48141,"Texas","El Paso County",865657,-0.122434355710894,0.0426302915590134,0.678686413393432,0.727019252046913,0.663864768993058,0.50761426784138,0.113461798379728,0.0335629469870861,0.826367718391927,0.0161241692725872,"County"
"854",48157,"Texas","Fort Bend County",822779,0.00902229665168211,0.0418311847072343,0.553548277521443,0.534517039253583,0.487999444372786,0.50886471542761,0.296222922558792,0.207805498195749,0.241352781245024,0.222305139047059,"County"
"855",48167,"Texas","Galveston County",350682,0.0952848254886801,0.0499679348521604,0.38521011043973,0.371826427628497,0.401727799506068,0.507706865734413,0.54567385836741,0.126122812120383,0.252753206608836,0.0364375702203136,"County"
"856",48181,"Texas","Grayson County",135543,0.280749875742557,0.0527607942708037,0.247251529768702,0.225770394073555,0.308641975308642,0.511930022745661,0.702441291693411,0.0565355643596497,0.153958522387729,0.0152940395298909,"County"
"857",48183,"Texas","Gregg County",124239,0.310003524445337,0.0592563412325182,0.312884603184673,0.288741623599812,0.310746064339493,0.513095112724091,0.547734608295302,0.203333896763496,0.193498015920927,0.0136350099405179,"County"
"858",48187,"Texas","Guadalupe County",172706,0.258363860415937,0.0522782857020447,0.377236176955918,0.334242044236047,0.343561935140883,0.50543512449203,0.486740472247635,0.0741433418642085,0.377711254965085,0.0214236911282758,"County"
"859",48199,"Texas","Hardin County",56231,0.425614491882498,0.0667119973318153,0.127103761159081,0.1241847583311,0.191753480673742,0.517766229190522,0.834664153225089,0.0546317867368533,0.0607671924739023,0.00793156799630097,"County"
"860",48201,"Texas","Harris County",4731145,-0.0414466584542969,0.0368456705337495,0.567197896249312,0.564583700530119,0.508212045250308,0.503078144806021,0.276802549911279,0.191721665685579,0.430066928830125,0.0746984081020556,"County"
"861",48203,"Texas","Harrison County",68839,0.24370788380079,0.0613243669999377,0.269217675495336,0.276100386100386,0.341939207387457,0.514298588164614,0.610685803105798,0.197300948590189,0.142927700867241,0.00772817734133267,"County"
"862",48209,"Texas","Hays County",241067,-0.0372726787139077,0.0538076307805798,0.555240476101638,0.495510812826249,0.489607191444661,0.502020003187012,0.504291338092729,0.0409886048277035,0.385249743847146,0.0219026245815479,"County"
"863",48213,"Texas","Henderson County",82150,0.325976747967402,0.058132876856074,0.196269216869145,0.193355844333026,0.275043448036149,0.512951770075244,0.752939744370055,0.05830797321972,0.136847230675593,0.00678027997565429,"County"
"864",48215,"Texas","Hidalgo County",870781,-0.0840664125949356,0.0424250837175194,0.586181342433544,0.709674335225575,0.694689448164396,0.510197900782997,0.0612530590355095,0.00545257648019422,0.918716646320946,0.010591641296721,"County"
